START_DATE*,END_DATE*,CATEGORY*,START*,STOP*,MILES*,PURPOSE*
########,########,Business,Cary,Apex,4.4,Meal/Entertain
########,########,Business,Apex,Cary,4.7,Customer Visit
########,########,Business,Cary,Morrisville,3,Meal/Entertain
########,########,Business,Morrisville,Cary,3,Customer Visit
########,########,Business,Cary,Cary,4.2,Errand/Supplies
########,########,Business,Cary,Cary,4.1,Meal/Entertain
########,########,Business,Cary,Cary,3.4,
########,########,Business,Cary,Cary,3.3,
########,########,Business,Cary,Morrisville,3,Meal/Entertain
########,########,Business,Morrisville,Cary,3.1,Customer Visit
########,########,Business,Cary,Morrisville,10.6,Meeting
########,########,Business,Unknown Location,Unknown Location,4.8,Airport/Travel
########,########,Business,Unknown Location,Unknown Location,5.3,Temporary Site
########,########,Business,Unknown Location,Unknown Location,4.9,Errand/Supplies
########,########,Business,Unknown Location,Unknown Location,10.2,Errand/Supplies
########,########,Business,Unknown Location,Unknown Location,9.2,
########,########,Business,Unknown Location,Islamabad,7.7,Errand/Supplies
########,########,Business,Islamabad,Rawalpindi,5.9,Temporary Site
########,########,Business,Rawalpindi,Unknown Location,0.7,Errand/Supplies
########,########,Business,Unknown Location,Unknown Location,1.3,
########,########,Business,Unknown Location,Unknown Location,2.5,
########,########,Business,Unknown Location,Unknown Location,5.3,
########,########,Business,Unknown Location,Unknown Location,5.4,
########,########,Business,Unknown Location,Rawalpindi,10.2,Customer Visit
########,########,Business,Rawalpindi,Islamabad,7.2,Customer Visit
########,########,Business,Islamabad,Unknown Location,2.2,
########,########,Business,Unknown Location,Unknown Location,11,Meeting
########,########,Business,Unknown Location,Rawalpindi,12,
########,########,Business,Rawalpindi,Rawalpindi,3.3,Errand/Supplies
########,########,Business,Rawalpindi,Unknown Location,19.4,Meeting
########,########,Business,Unknown Location,Unknown Location,1.7,Errand/Supplies
########,########,Business,Unknown Location,Islamabad,5.7,Temporary Site
########,########,Business,Islamabad,Islamabad,1.8,Errand/Supplies
########,########,Business,Islamabad,Islamabad,1.4,Errand/Supplies
########,########,Business,Islamabad,Unknown Location,10.3,Customer Visit
########,########,Business,Unknown Location,Unknown Location,11.5,Meeting
########,########,Business,Unknown Location,Islamabad,4.9,Errand/Supplies
########,########,Business,Islamabad,Unknown Location,3.5,Meal/Entertain
########,########,Business,Unknown Location,Unknown Location,16.2,Meeting
########,########,Business,Unknown Location,Unknown Location,2,Errand/Supplies
########,########,Business,Unknown Location,Islamabad,2.1,Errand/Supplies
########,########,Business,Islamabad,Islamabad,2.1,Meeting
########,########,Business,Islamabad,Unknown Location,7.2,Customer Visit
########,########,Business,Unknown Location,Rawalpindi,12,Meeting
########,########,Business,Rawalpindi,Unknown Location,103,Meeting
########,########,Business,Unknown Location,Unknown Location,32.3,Meeting
########,########,Business,Unknown Location,Unknown Location,5.3,Customer Visit
########,########,Business,Unknown Location,Unknown Location,11.6,Meeting
########,########,Business,Unknown Location,Unknown Location,23.2,Meeting
########,########,Business,Unknown Location,Unknown Location,3.2,Errand/Supplies
########,########,Business,Unknown Location,Unknown Location,12.3,Temporary Site
########,########,Business,Unknown Location,Lahore,14,Meeting
########,########,Business,Lahore,Lahore,2.1,Meal/Entertain
########,########,Business,Lahore,Lahore,2.1,Customer Visit
########,########,Business,Lahore,Lahore,3,Meeting
########,########,Business,Lahore,Unknown Location,6.2,Meeting
########,########,Business,Unknown Location,Unknown Location,9.6,Meeting
########,########,Business,Unknown Location,Unknown Location,1.3,Errand/Supplies
########,########,Business,Unknown Location,Lahore,7.1,Meal/Entertain
########,########,Business,Lahore,Unknown Location,6.3,Meal/Entertain
########,########,Business,Unknown Location,Lahore,10.7,Meal/Entertain
########,########,Business,Lahore,Lahore,5.3,Meal/Entertain
########,########,Business,Lahore,Lahore,1.6,Errand/Supplies
########,########,Business,Lahore,Lahore,3.6,Errand/Supplies
########,########,Business,Lahore,Lahore,1.7,Errand/Supplies
########,########,Business,Lahore,Lahore,2.9,Meal/Entertain
########,########,Business,Lahore,Lahore,0.6,Errand/Supplies
########,########,Business,Lahore,Lahore,0.6,Errand/Supplies
########,########,Business,Lahore,Lahore,2.3,Meal/Entertain
########,########,Business,Lahore,Lahore,2.3,Meal/Entertain
########,########,Business,Lahore,Lahore,3.2,Meal/Entertain
########,########,Business,Lahore,Lahore,6.2,Customer Visit
########,########,Business,Lahore,Lahore,7.7,Customer Visit
########,########,Business,Lahore,Lahore,3.8,Customer Visit
########,########,Business,Lahore,Unknown Location,7.9,Meeting
########,########,Business,Kar?chi,Kar?chi,4.9,Temporary Site
########,########,Business,Kar?chi,Kar?chi,5,Meal/Entertain
########,########,Business,Kar?chi,Kar?chi,0.6,Meal/Entertain
########,########,Business,Kar?chi,Unknown Location,3.1,Customer Visit
########,########,Business,Unknown Location,Kar?chi,7.9,Meeting
########,########,Business,Kar?chi,Kar?chi,5.5,Customer Visit
########,########,Business,Kar?chi,Unknown Location,10.3,Meal/Entertain
########,########,Business,Unknown Location,Kar?chi,10.4,Errand/Supplies
########,########,Business,Kar?chi,Kar?chi,2,Errand/Supplies
########,########,Business,Kar?chi,Unknown Location,8.5,Meal/Entertain
########,########,Business,Unknown Location,Kar?chi,4.4,Errand/Supplies
########,########,Business,Kar?chi,Kar?chi,3.8,Errand/Supplies
########,########,Business,Kar?chi,Kar?chi,5.1,Errand/Supplies
########,########,Business,Kar?chi,Kar?chi,3.8,Errand/Supplies
########,########,Business,Kar?chi,Unknown Location,11.6,Meal/Entertain
########,########,Business,Unknown Location,Kar?chi,11.9,Meal/Entertain
########,########,Business,Kar?chi,Kar?chi,1.4,Errand/Supplies
########,########,Business,Kar?chi,Kar?chi,1.1,Errand/Supplies
########,########,Business,Kar?chi,Kar?chi,4.1,Airport/Travel
########,########,Business,Kar?chi,Kar?chi,6.1,Between Offices
########,########,Business,Kar?chi,Kar?chi,1.3,Errand/Supplies
########,########,Business,Kar?chi,Unknown Location,3,Meal/Entertain
########,########,Business,Unknown Location,Kar?chi,4.1,Customer Visit
########,########,Business,Kar?chi,Kar?chi,7.2,Meeting
########,########,Business,Kar?chi,Unknown Location,6.4,
########,########,Business,Unknown Location,Kar?chi,12.9,Meeting
########,########,Business,Kar?chi,Kar?chi,2.8,Errand/Supplies
########,########,Business,Kar?chi,Kar?chi,2.9,Errand/Supplies
########,########,Business,Kar?chi,Kar?chi,4.6,Errand/Supplies
########,########,Business,Kar?chi,Kar?chi,4.6,Meeting
########,########,Business,Kar?chi,Kar?chi,0.8,Customer Visit
########,########,Business,Kar?chi,Kar?chi,0.7,Meeting
########,########,Business,Kar?chi,Unknown Location,3.9,Temporary Site
########,########,Business,Unknown Location,Unknown Location,16.2,Meeting
########,########,Business,Katunayake,Gampaha,6.4,Temporary Site
########,########,Business,Gampaha,Ilukwatta,48.2,Temporary Site
Totals,,,,,12204.7,
